Section 1 Header,Timestamp,Species,Location Header,GMU,County,District,Area,Region,Same Address,Incident Header,Incident Date,Incident Time,Complaint Type,Type of Property Damage,Service Provided,Hazing Method,Animal Data,Previous Ear Tag?,Ear Tag Side,Ear Tag Color,Ear Tag Number,Previous PIT tag #,Previous Collar,Sex,Age,Color,Further Response,Staff Assigned,Site Inspection Heading,Violation,Violation Action,Citation #,Marked Animal Heading,Capture Method,New Ear Tag Color,New Ear Tag Number,New PIT Tag (Dec),New Collar,Collar Manufacturer,Collar Type,Collar Frequency,Collar Code,Collar Serial #,Release Header,Release Date,Release Location,Seal #,Photos?,Photo 1,Photo 2,Photo 3,Photo 4,Photo 5,Comments,Total Incidents
Bear/Lion Incident Report,10/1/2020 11:30,Black Bear,Incident Location,511,El Paso,284 - C Spgs NW,Area 14,SE,Y,Incident Information,10/1/2020,6:43:00 AM,Sighting,,No Action,,N,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bear/Lion Incident Report,8/13/2020 13:55,Black Bear,Incident Location,37,Summit,488 - Breckenridge E,Area 09,NW,N,Incident Information,8/9/2020,11:55:00 AM,"Food Source Property Damage , Sighting",Trash,Advice/Phone Call,,N,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bear/Lion Incident Report,5/5/2020 23:22,Black Bear,Incident Location,33,Garfield,443 - Rifle N,Area 07,NW,Y,Incident Information,5/5/2020,11:22:00 PM,Food Source Property Damage,Trash,Advice/Phone Call,,N,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bear/Lion Incident Report,5/20/2020 14:06,Black Bear,Incident Location,36,Eagle,468 - Vail,Area 08,NW,Y,Incident Information,5/11/2020,12:20:00 PM,"Food Source Property Damage , Sighting",Outside Food Source,No Action,,N,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bear/Lion Incident Report,7/20/2020 11:13,Black Bear,Incident Location,110,El Paso,282 - C Spgs E,Area 14,SE,Y,Incident Information,7/20/2020,3:13:00 AM,"Non-Food Property Damage , Sighting",,Advice/Phone Call,,N,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bear/Lion Incident Report,7/15/2020 10:21,Black Bear,Incident Location,521,Gunnison,342 - Paonia,Area 16,SW,,Incident Information,7/12/2020,10:21:00 AM,Food Source Property Damage,Livestock,Advice/Phone Call,,N,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bear/Lion Incident Report,7/15/2020 15:30,Black Bear,Incident Location,751,La Plata,323 - Bayfield,Area 15,SW,Y,Incident Information,7/14/2020,11:30:00 PM,Sighting,,Advice/Phone Call,,N,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bear/Lion Incident Report,7/31/2020 11:33,Black Bear,Incident Location,77,Archuleta,325 - Pagosa Spgs W,Area 15,SW,Y,Incident Information,7/31/2020,1:30:00 AM,Food Source Property Damage,Livestock,"Site Inspection , Trap Set",,N,,,,,,,,,,N,,Site Inspection,N,,,,,,,,,,,,,,,,,,N,,,,,,"RP stated she had a sheep killed by something in the middle of the night. 325 responded, sheep kill consistent with bear predation. Sheep pasture was electrified. Trap set 7/31. Electric fence repaired and no further signs of bear. Trail cam at trap showed no bear activity. Trap pulled on 8/3.",
Bear/Lion Incident Report,7/2/2020 14:10,Black Bear,Incident Location,461,Jefferson,551 - Sedalia,Area 05,NE,Y,Incident Information,7/1/2020,7:00:00 PM,"Food Source Property Damage , Sighting",Outside Food Source,Advice/Phone Call,,N,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bear/Lion Incident Report,8/19/2020 9:48,Black Bear,Incident Location,18,Grand,483 - Granby,Area 09,NW,Y,Incident Information,8/17/2020,1:00:00 AM,Food Source Property Damage,Trash,Advice/Phone Call,,N,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bear/Lion Incident Report,6/14/2020 10:21,Black Bear,Incident Location,104,Adams,545 - Westminster,Area 05,NE,Y,Incident Information,6/13/2020,12:00:00 AM,Sighting,,No Action,,Y,N,,,,,,Unknown,Sub-Adult,Blonde,N,,,,,,,,,,,,,,,,,,,,,,https://www.appsheet.com/get/?i=YXBwTmFtZT1RdWVyaWVzLTg2Mzc1JnRhYmxlTmFtZT1Db25mbGljdHMmZmlsZU5hbWU9Q29uZmxpY3RzX0ltYWdlcyUyRmNkNWM2OTFjLlBob3RvJTIwMS4xNjM1MTYuanBnJmFwcFZlcnNpb249MS4wMDAzMjAmc2lnbmF0dXJlPTAzNzRjOGQ0ZjkzOTdkNTM1ZGJhYWM2OGUyZmY3M2I4NTc2OTMyMDc5YmVjNmFmMTI0OGVlZGQ5N2Y0OTdjZGE2ZmI1Mzc2OGVhNjNhZmFhM2M3ZDQ5MGYwOTc3ZWQ2Yg==&w=600,,,,,,
Bear/Lion Incident Report,6/4/2020 14:21,Black Bear,Incident Location,14,Routt,493 - Steamboat S,Area 10,NW,N,Incident Information,6/4/2020,11:00:00 AM,Sighting,,Site Inspection,,N,,,,,,,,,,N,,Site Inspection,,,,,,,,,,,,,,,,,,,N,,,,,,Sow with three cubs (last years). Sow was sleeping up a tree and cubs were messing with a closed window. Call was that a bear was trying to break into a residence but the cubs were just testing the window. 492 Talked to several people in the area and moved educational materials to bears location.,
Bear/Lion Incident Report,6/17/2020 16:45,Black Bear,Incident Location,62,Ouray,384 - Montrose E,Area 18,SW,,Incident Information,6/17/2020,4:00:00 PM,"Food Source Property Damage , Non-Food Property Damage",Other,Advice/Phone Call,,N,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bear/Lion Incident Report,10/19/2020 16:21,Black Bear,Incident Location,30,Mesa,448 - Fruita,Area 07,NW,Y,Incident Information,10/12/2020,6:30:00 PM,Sighting,,Site Inspection,,N,,,,,,,,,,N,,Site Inspection,N,,,,,,,,,,,,,,,,,,Y,https://www.appsheet.com/get/?i=YXBwTmFtZT1RdWVyaWVzLTg2Mzc1JnRhYmxlTmFtZT1Db25mbGljdHMmZmlsZU5hbWU9Q29uZmxpY3RzX0ltYWdlcyUyRjYxM2EzODEzLlBob3RvJTIwMS4xODA3MzMuSlBHJmFwcFZlcnNpb249MS4wMDAzMjAmc2lnbmF0dXJlPTFlMmFmNTIxYjI3OGFlNDY5YmU2ZGRiMWMzYTQ2NmE2MTNjNzM1ZjMyMmJhY2QzYTI3MGM3ZmI0ZDNmYWFkOWVjMjYxNjBmNDliMDMxYWUzOTMzYTUyYmYwNDUzOGI3Nw==&w=600,https://www.appsheet.com/get/?i=YXBwTmFtZT1RdWVyaWVzLTg2Mzc1JnRhYmxlTmFtZT1Db25mbGljdHMmZmlsZU5hbWU9Q29uZmxpY3RzX0ltYWdlcyUyRjYxM2EzODEzLlBob3RvJTIwMi4xODA3MzMuSlBHJmFwcFZlcnNpb249MS4wMDAzMjAmc2lnbmF0dXJlPWMzYzQ0YTQ1ODEyYWM5MThhZDI1MzNlYjFlNGI3OTE0ODY1ZmQyNzc1ZDgwZTk3ZTdmZDJjNTNjZTAyMzk4OTcwNzEzMDI2NDBmNDg4NTdiZGY1MzQyYzFjMDdlYmJkYw==&w=600,,,,"Bee hives have been destroyed, the frames were out of the box. This is the second time it has happened. The hives are about 100 yards away. No electric fence is installed yet. RP would like a call back.

DWM CREEDEN VISITED THE SITE WITH MS. JONES ON 10/20/20.  GAME DAMAGE FORMS AND A BEE FENCE REQUEST FORMS WERE DELIVERED 10/21/20.   FENCE REQUEST TRANSMITTED ELECTRONICALLY TO GAME DAMAGE ON 10/21/20.",
Bear/Lion Incident Report,8/28/2020 14:40,Black Bear,Incident Location,29,Boulder,127 - Boulder N,Area 02,NE,Y,Incident Information,8/27/2020,2:30:00 PM,"Non-Food Property Damage , Sighting",,Advice/Phone Call,,N,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,https://www.appsheet.com/get/?i=YXBwTmFtZT1RdWVyaWVzLTg2Mzc1JnRhYmxlTmFtZT1Db25mbGljdHMmZmlsZU5hbWU9Q29uZmxpY3RzX0ltYWdlcyUyRmI3NTczMjY4LlBob3RvJTIwMS4yMjM1MjcuanBnJmFwcFZlcnNpb249MS4wMDAzMjAmc2lnbmF0dXJlPTVjOWY2ODU0NTIyMGQ3ZjcyMDA3N2Q1OWVlOTRjZGFkMGVlM2FmMThiYTFlNjk4ODFmYTY0NWNmZDIwMjFhOGE0ZDRiMTkyNTVhY2QwNzNjODg0YjllYjRhZDBiOWRmMg==&w=600,https://www.appsheet.com/get/?i=YXBwTmFtZT1RdWVyaWVzLTg2Mzc1JnRhYmxlTmFtZT1Db25mbGljdHMmZmlsZU5hbWU9Q29uZmxpY3RzX0ltYWdlcyUyRmI3NTczMjY4LlBob3RvJTIwMi4yMjM1MjcuanBnJmFwcFZlcnNpb249MS4wMDAzMjAmc2lnbmF0dXJlPTk0NDQ1ZDIzMjljNmYwMTc4YTZmMzc2N2FiYmUzZmMyNzMyMjFkZWJiNzk0ZDQ2NTIwOTYxYTY4NjU0Mjc5MzMzM2E2YTlmMmNhN2ZmNzU2MjE2YzY0MTAzYWEyYzFjYg==&w=600,https://www.appsheet.com/get/?i=YXBwTmFtZT1RdWVyaWVzLTg2Mzc1JnRhYmxlTmFtZT1Db25mbGljdHMmZmlsZU5hbWU9Q29uZmxpY3RzX0ltYWdlcyUyRmI3NTczMjY4LlBob3RvJTIwMy4yMjM1MjcuanBnJmFwcFZlcnNpb249MS4wMDAzMjAmc2lnbmF0dXJlPWEwMGFmNmE5YzMyMzIwNjhjODNlYzE1MzdmNGY3ZjRmOGY1MTY0YmJiOThjZWZiZTRkOGQ2YzE1OTQ2NjY0NWI2ZDBkOWFmOTc1ZGZjNzhhZmUxZGI2ZDEyNDQ1OGRjMw==&w=600,,,,
Bear/Lion Incident Report,11/29/2020 17:26,Black Bear,Incident Location,421,Mesa,444 - Collbran,Area 07,NW,,Incident Information,11/28/2020,10:00:00 PM,Sighting,,Advice/Phone Call,,N,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bear/Lion Incident Report,11/30/2020 8:14,Black Bear,Incident Location,59,El Paso,287 - C Spgs SW,Area 14,SE,Y,Incident Information,11/30/2020,7:00:00 AM,Sighting,,"Advice/Phone Call , Site Inspection , Hazed",Less lethal round,Y,N,,,,,,Male,Adult,Black,N,,Site Inspection,,,,,,,,,,,,,,,,,,,Y,https://www.appsheet.com/get/?i=YXBwTmFtZT1RdWVyaWVzLTg2Mzc1JnRhYmxlTmFtZT1Db25mbGljdHMmZmlsZU5hbWU9Q29uZmxpY3RzX0ltYWdlcyUyRjllZTI0NTQ3LlBob3RvJTIwMS4xNTE3MzAuanBnJmFwcFZlcnNpb249MS4wMDAzMjAmc2lnbmF0dXJlPTk1ZGVmZTRkMDE1MzhkNTc1MTkyYjYxYTVmOTU4MjM2NzQ2OTZiODdhYTNjMDY0OWJkYTI4ZDlhZDY3Y2NlZjI5MWM1MmYwOTY3NWQ1OTc5YjQyZDU4MWI5MWNjMDBlMw==&w=600,,,,,"RP states bear has been living under her driveway bridge for the last week or so. The bear is there the majority of the time and appears to be possibly digging a den. Passed the call onto WL 290.

WL 290 and 281 returned to the property and hazed the bear with rubber buckshot out from the under the bridge and placed unwelcome mats to deter the bear.  RP advises to call back if the bear is seen again this winter.",
Bear/Lion Incident Report,8/17/2020 9:25,Black Bear,Incident Location,110,El Paso,282 - C Spgs E,Area 14,SE,Y,Incident Information,8/14/2020,5:03:00 AM,Food Source Property Damage,Trash,No Action,,N,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bear/Lion Incident Report,7/25/2020 20:23,Black Bear,Incident Location,51,Douglas,544 - Castle Rock W,Area 05,NE,Y,Incident Information,7/25/2020,8:10:00 PM,Sighting,,Advice/Phone Call,,Y,N,,,,,,Male,Adult,Brown,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bear/Lion Incident Report,7/13/2020 8:51,Black Bear,Incident Location,511,Teller,281 - Woodland Park,Area 14,SE,N,Incident Information,7/11/2020,6:45:00 PM,"Food Source Property Damage , Sighting",Trash,"Advice/Phone Call , Site Inspection , Educational Materials , Pyrotechnics",,Y,N,,,,,,Female,Cub,Brown,N,,Site Inspection,Y,Verbal Warning,,,,,,,,,,,,,,,,,Y,https://www.appsheet.com/get/?i=YXBwTmFtZT1RdWVyaWVzLTg2Mzc1JnRhYmxlTmFtZT1Db25mbGljdHMmZmlsZU5hbWU9Q29uZmxpY3RzX0ltYWdlcyUyRjIzMTIyMzgxLlBob3RvJTIwMS4xNTAwNDYuanBnJmFwcFZlcnNpb249MS4wMDAzMjAmc2lnbmF0dXJlPWI3M2ZjZTE5ZjMxZGViZWFkYzc2YWZiMWUzZmQzYWVhNjgwMTQ4MzNlMGY0NGE2NzAwM2FmMzc3MTZkNWQ2YWIzY2MyNzc1YmM3MjMyODZiYzQ2YzU3NzYxNzI3Mjc4MQ==&w=600,,,,,"WL 284 called to ask if bear aware volunteers could assist WPPD with a bear in an unoccupied, house being built in the Stoneridge subdivision.  When BA  arrived WPPD Officer Mike had already cleared the house and the bear(s) were gone.  The bears were reported to have moved SW along the green belt.  The sow and cubs appear to move off when hazed but stroll through the neighborhood when not confronted.

A construction dumpster in front of the house has non-construction trash in it and about half full is the attractant.  Per Terri Collins the bears have been frequenting the dumpster attracting a crowd wanting to see the bears and take pictures.  

We spoke to several residents in the area.  They confirmed the bears are frequenting the dumpster regularly. 

Terry Collins said she was going to contact the general contractor so they can request that they don't throw non-construction trash into it.  I asked the neighbor across the street, at 1314, to call if the bears showed up again.  

Drove around the subdivision and spoke to anyone with garage doors open.  Also drove around the Northwood subdivision.


Recommendation:
Speak to the construction crew about having the dumpster dumped as it is an attractant.
Canvass the subdivision to education about being bear aware",
Bear/Lion Incident Report,8/2/2020 13:16,Black Bear,Incident Location,69,Fremont,265 - Canon City S,Area 13,SE,Y,Incident Information,8/2/2020,1:16:00 PM,Sighting,,"Site Inspection , Educational Materials",,N,,,,,,,,,,N,,Site Inspection,,,,,,,,,,,,,,,,,,,Y,https://www.appsheet.com/get/?i=YXBwTmFtZT1RdWVyaWVzLTg2Mzc1JnRhYmxlTmFtZT1Db25mbGljdHMmZmlsZU5hbWU9Q29uZmxpY3RzX0ltYWdlcyUyRmE2NzM2N2FiLlBob3RvJTIwMS4wMzEwMzkuanBnJmFwcFZlcnNpb249MS4wMDAzMjAmc2lnbmF0dXJlPWZkYjczMzA2ZGE5MjMxN2VkNGJmYTBlNTY1ZDllMjZhYTJhMDU4NjNhNWEzNjc3NjQyMDA1M2U5NjRiNjE1ZmJjNjRjODIyNjE0YzhiNzFjZjg1OTk0M2NjODY1NDJmNg==&w=600,https://www.appsheet.com/get/?i=YXBwTmFtZT1RdWVyaWVzLTg2Mzc1JnRhYmxlTmFtZT1Db25mbGljdHMmZmlsZU5hbWU9Q29uZmxpY3RzX0ltYWdlcyUyRmE2NzM2N2FiLlBob3RvJTIwMi4wMzEwMzkuanBnJmFwcFZlcnNpb249MS4wMDAzMjAmc2lnbmF0dXJlPWUxMDM5ODY2NWQ2ZjIxNWE1MmYwMGI3OGUzMjYzNWFlNWQ2NWZiMWIzMGFjOTk4YWE4MGY1MmZkZDAyYmNkZjY0NWE0MTM0YTA0NmQ1M2M5MzhhNDNkZjg2ZjFlYjFjMg==&w=600,,,,"Sub-Adult in RP’s tree.  Not causing any damage, not being aggressive.  Gave standard bear aware information and a “Living with Bears” pamphlet.",
Bear/Lion Incident Report,10/1/2020 6:50,Black Bear,Incident Location,29,Boulder,127 - Boulder N,Area 02,NE,Y,Incident Information,9/30/2020,11:06:00 PM,Sighting,,No Action,,N,,,,,,,,,,Y,tyler.asnicar@state.co.us,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bear/Lion Incident Report,9/26/2020 7:02,Black Bear,Incident Location,51,Douglas,544 - Castle Rock W,Area 05,NE,N,Incident Information,9/25/2020,9:00:00 PM,"Sighting , Unsubstantiated",,"Advice/Phone Call , Site Inspection",,Y,N,,,,,,Male,Cub,Brown,N,,Site Inspection,N,,,,,,,,,,,,,,,,,,Y,https://www.appsheet.com/get/?i=YXBwTmFtZT1RdWVyaWVzLTg2Mzc1JnRhYmxlTmFtZT1Db25mbGljdHMmZmlsZU5hbWU9Q29uZmxpY3RzX0ltYWdlcyUyRjUxYTI3NGY4LlBob3RvJTIwMS4xMzIzMjMuanBnJmFwcFZlcnNpb249MS4wMDAzMjAmc2lnbmF0dXJlPTlkNDNmMTc5MmFhZmVmNDU1ZGY5YzJlNzVmYzY0NjMwYTM5NWE5OTVkMGI2MjZiOWQ5ZjMzZjg5ZDJhOGU1OTgwYWJjYWUxNDVjYmI1YTk3ZjUxNjQ3NGU0MWYzOTcwNg==&w=600,,,,,"At approximately 8:30pm on September 15th, 2020 Wildlife Officer Serena Rocksund was dispatched by CSP to the crossroads of Independence Drive and Bear Dance Drive for a cub hit by a car. The cub was still alive, but not mobile and bleeding from the face in the middle of Independence Rd. Rocksund called back RP, Ashley Snider, to confirm. Another RP, Carol Anne, called to confirm that fiends were leaving her house and hit a small bear when they swerved to avoid a much bigger bear. No party stopped  because they were scared of the sow being in the shrubs.  Rocksund told Carole Anne that officers will arrive within the hour to dispatch the bear and in the mean time nobody should approach the dying cub. Douglas County responded around 9PM and confirmed cub had succumbed to injuries and was on side of road. Cub was picked up at 9:20PM by Rocksund. Cub was approximately 65-lbs, dark brown with light muzzle, and male. Cub was assigned seal #33768. -542",
Bear/Lion Incident Report,7/27/2020 16:33,Black Bear,Incident Location,43,Pitkin,462 - Aspen,Area 08,NW,N,Incident Information,7/28/2020,8:25:00 PM,Sighting,,"Advice/Phone Call , Educational Materials",,N,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bear/Lion Incident Report,11/17/2020 8:21,Black Bear,Incident Location,471,Pitkin,462 - Aspen,Area 08,NW,Y,Incident Information,11/17/2020,12:55:00 AM,"Food Source Property Damage , Sighting",Trash,No Action,,N,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bear/Lion Incident Report,6/18/2020 16:04,Black Bear,Incident Location,59,Fremont,263 - Canon City N,Area 13,SE,,Incident Information,6/17/2020,6:30:00 AM,Food Source Property Damage,Trash,"Advice/Phone Call , Site Inspection , Pyrotechnics",,N,,,,,,,,,,N,,Site Inspection,N,,,,,,,,,,,,,,,,,,N,,,,,,"Standard bear aware recommendations, gave bear aware handouts, gave resort manager rubber ball rounds to haze bear and completed liability waiver for the rounds. Asked them to keep me posted on any further conflicts.",
Bear/Lion Incident Report,7/21/2020 15:37,Black Bear,Incident Location,61,Montrose,381 - Nucla,Area 18,SW,N,Incident Information,7/16/2020,1:00:00 PM,Sighting,,"Advice/Phone Call , Trap Set , Educational Materials , Euthanized",,N,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,https://www.appsheet.com/get/?i=YXBwTmFtZT1RdWVyaWVzLTg2Mzc1JnRhYmxlTmFtZT1Db25mbGljdHMmZmlsZU5hbWU9Q29uZmxpY3RzX0ltYWdlcyUyRjJkMTllOWRhLlBob3RvJTIwMS4yMjEyMDcuanBnJmFwcFZlcnNpb249MS4wMDAzMjAmc2lnbmF0dXJlPWU3NTMxMGQ5N2QyYzIzYjQ1ZGNkM2Q1YzQ4YmExZTg0MjA0N2M3NzNmYWNkNWVhNzRlZThlN2MyMTE0N2I1MDkyNDkwNDY4NDMyOWEwOTQxYTExODZlY2MxODBiYThhMA==&w=600,,,,,,
Bear/Lion Incident Report,11/7/2020 8:09,Black Bear,Incident Location,47,Pitkin,462 - Aspen,Area 08,NW,Y,Incident Information,11/6/2020,9:26:00 AM,Food Source Property Damage,Vehicles,"Advice/Phone Call , Educational Materials",,N,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bear/Lion Incident Report,6/21/2020 12:30,Black Bear,Incident Location,104,Douglas,549 - Parker,Area 05,NE,Y,Incident Information,6/21/2020,6:30:00 AM,"Food Source Property Damage , Sighting","Outside Food Source , Other","Advice/Phone Call , Site Inspection",,N,,,,,,,,,,N,,Site Inspection,,,,,,,,,,,,,,,,,,,Y,https://www.appsheet.com/get/?i=YXBwTmFtZT1RdWVyaWVzLTg2Mzc1JnRhYmxlTmFtZT1Db25mbGljdHMmZmlsZU5hbWU9Q29uZmxpY3RzX0ltYWdlcyUyRmU4OWIxNTI5LlBob3RvJTIwMS4xODI3MTYuanBnJmFwcFZlcnNpb249MS4wMDAzMjAmc2lnbmF0dXJlPWU0ZDJlYjQwZjdmMWU3YmFkNTY5NDg4MzZjMjIyNzEyZjU0MTgwNjIxMzE3N2YyZmY0ZGIwZDYxOTY0ZDEwY2RiNTE3NWZmODIwYWE5ZGJmN2Q0YTkxMjM2YWExYzI4OQ==&w=600,,,,,"RP called to report a bear hanging out in her pond. The RP backs up to open space. WL544 told her that it is not uncommon to have bears move through the area. RP said that the bear was there early in the morning and then left but came back at around 11am. The bear was just hanging out in her pond and got ahold of some fish food that they give to the fish in their pond. The bear did consume the fish food. RP said she was no longer at the address she was out for the day.

Then the phone call died. WL544 called back and left a message saying that if when they got home the bear was still there then he could come out. WL544 also texted the individual saying that often when bears are moving through they come in due to attractants. WL544 said that they should bring in these attractions like fish food that way the bear just continues to move on. If WL544 gets more information then it will be added to this report. 

Bear came back at around 2:30pm so WL544 said he would take a look. When WL544 and 549 did the site several bird feeders were observed. WL544 told the RP that she needed to remove the bird feeders and that would most likely solve the issue with the bear coming around so often.
END",
Bear/Lion Incident Report,6/11/2020 14:53,Black Bear,Incident Location,33,Garfield,443 - Rifle N,Area 07,NW,Y,Incident Information,6/11/2020,5:45:00 AM,Sighting,,No Action,,N,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bear/Lion Incident Report,7/8/2020 21:12,Black Bear,Incident Location,18,Grand,484 - Hot Sulphur Sprgs,Area 09,NW,N,Incident Information,7/8/2020,8:12:00 PM,Sighting,,No Action,,Y,N,,,,,,Unknown,Sub-Adult,Blonde,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bear/Lion Incident Report,7/27/2020 16:33,Black Bear,Incident Location,43,Pitkin,462 - Aspen,Area 08,NW,,Incident Information,8/1/2020,2:25:00 PM,"Food Source Property Damage , Sighting",Trash,"Advice/Phone Call , Educational Materials",,N,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bear/Lion Incident Report,5/20/2020 8:06,Black Bear,Incident Location,771,Archuleta,325 - Pagosa Spgs W,Area 15,SW,Y,Incident Information,5/19/2020,3:00:00 AM,Food Source Property Damage,Trash,"Advice/Phone Call , Site Inspection",,N,,,,,,,,,,N,,Site Inspection,N,,,,,,,,,,,,,,,,,,N,,,,,,RP called 325 and stated that a bear defeated his bear resistant trash can that night and that his son Kody Hill (who is his neighbor at 68 beucler pl) had a bear get into his unsecured trash bin. Also stated that he keeps a spare fridge and freezer on his back deck that a bear got into a couple years ago and was worried about it again. 325 suggested contacting his trash provider to replace trash bin and to make an unwelcome mat for his fridge area. 325 will also contact  Kody about unsecured trash.,
Bear/Lion Incident Report,10/2/2020 12:25,Black Bear,Incident Location,77,Archuleta,325 - Pagosa Spgs W,Area 15,SW,Y,Incident Information,9/30/2020,5:00:00 PM,Sighting,,Advice/Phone Call,,N,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bear/Lion Incident Report,6/24/2020 17:00,Black Bear,Incident Location,23,Rio Blanco,426 - Meeker N,Area 06,NW,N,Incident Information,6/22/2020,5:00:00 PM,Food Source Property Damage,Livestock,Advice/Phone Call,,N,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bear/Lion Incident Report,10/19/2020 8:38,Black Bear,Incident Location,421,Mesa,444 - Collbran,Area 07,NW,,Incident Information,10/19/2020,8:38:00 AM,Sighting,,No Action,,N,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bear/Lion Incident Report,8/24/2020 10:27,Black Bear,Incident Location,51,Douglas,544 - Castle Rock W,Area 05,NE,Y,Incident Information,8/23/2020,8:00:00 PM,Sighting,,Advice/Phone Call,,Y,N,,,,,,,Sub-Adult,Black,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bear/Lion Incident Report,7/30/2020 15:06,Black Bear,Incident Location,771,Archuleta,325 - Pagosa Spgs W,Area 15,SW,Y,Incident Information,7/29/2020,10:00:00 PM,"Food Source Property Damage , Sighting",Trash,Advice/Phone Call,,N,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bear/Lion Incident Report,1/6/2021 11:24,Black Bear,Incident Location,84,Pueblo,222 - Pueblo E,Area 11,SE,Y,Incident Information,12/24/2020,8:30:00 AM,Unsubstantiated,,"Relocated , Rehabilitation",,Y,N,,,,,,Female,Cub,Brown,N,,,,,,New Marked Animal,Darting,White,SE 306,2.44E+15,N,,,,,,Release Information,12/24/2020,"38.121450, -105.200910",,,,,,,,,
Bear/Lion Incident Report,5/5/2020 8:32,Black Bear,Incident Location,20,Larimer,185 - Ftc N/Wellingtn,Area 04,NE,Y,Incident Information,5/5/2020,8:15:00 AM,Sighting,,"Advice/Phone Call , Relocated",,Y,N,,,,,,Male,Adult,Cinnamon,N,,,,,,New Marked Animal,Darting,Green,1003,2.44E+15,N,,,,,,Release Information,5/5/2020,"39.313600, -105.546680",,,,,,,,,
Bear/Lion Incident Report,6/8/2020 10:15,Black Bear,Incident Location,59,El Paso,287 - C Spgs SW,Area 14,SE,N,Incident Information,6/8/2020,10:15:00 AM,Sighting,,No Action,,N,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bear/Lion Incident Report,8/9/2020 7:54,Black Bear,Incident Location,55,Gunnison,345 - Gunnison NE,Area 16,SW,Y,Incident Information,8/8/2020,9:49:00 PM,Sighting,,No Action,,N,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bear/Lion Incident Report,8/21/2020 12:25,Black Bear,Incident Location,36,Eagle,468 - Vail,Area 08,NW,N,Incident Information,8/18/2020,12:25:00 PM,"Non-Food Property Damage , Sighting",,"Advice/Phone Call , Site Inspection",,Y,N,,,,,,Male,Adult,Brown,N,,Site Inspection,N,,,,,,,,,,,,,,,,,,N,,,,,,"Vehicle vs. bear @ I-70 mm159.1
Seal#39034.",
Bear/Lion Incident Report,7/25/2020 16:26,Black Bear,Incident Location,59,El Paso,287 - C Spgs SW,Area 14,SE,Y,Incident Information,7/25/2020,4:26:00 PM,"Food Source Property Damage , Non-Food Property Damage , Sighting","Trash , Outside Food Source",Advice/Phone Call,,Y,,,,,,,Unknown,Adult,Black,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,
